MeetinDate,MeetingVenue,RaceNo,PoolText,WinCombination,DividendAmount
2018-03-03,ST,3,Trio,"2, 5, 7",116.0000
2018-03-03,ST,3,First 4,"1, 2, 5, 7",100.0000
2018-03-03,ST,3,Quartet,"2, 5, 7, 1",1091.0000
2018-03-03,ST,3,2nd Double,3/2,831.5000
2018-03-03,ST,3,2nd Double (Consolation),3/5,1264.5000
2018-03-03,ST,4,Win,2,81.0000
2018-03-03,ST,4,Place,2,28.0000
2018-03-03,ST,4,Place,8,14.5000
2018-03-03,ST,4,Place,3,27.0000
2018-03-03,ST,4,Quinella,"2, 8",135.0000
2018-03-03,ST,4,Quinella Place,"2, 8",53.0000
2018-03-03,ST,4,Quinella Place,"2, 3",165.5000
2018-03-03,ST,4,Quinella Place,"3, 8",61.0000
2018-03-03,ST,4,3 Pick 1,"1, 9",0.0000
2018-03-03,ST,4,3 Pick 1,"2, 8, 11",19.5000
2018-03-03,ST,4,3 Pick 1,"3, 4, 5, 6, 7, 10, 12",0.0000
2018-03-03,ST,4,Tierce,"2, 8, 3",3303.0000
2018-03-03,ST,4,Trio,"2, 3, 8",437.0000
2018-03-03,ST,4,First 4,"1, 2, 3, 8",343.0000
2018-03-03,ST,4,Quartet,"2, 8, 3, 1",12031.0000
2018-03-03,ST,4,3rd Double,2/2,116.5000
2018-03-03,ST,4,3rd Double (Consolation),2/8,10.5000
2018-03-03,ST,4,1st Double Trio,"2, 5, 7/2, 3, 8",7709.0000
2018-03-03,ST,5,Win,11,123.0000
2018-03-03,ST,5,Place,11,41.0000
2018-03-03,ST,5,Place,2,14.5000
2018-03-03,ST,5,Place,9,21.5000
2018-03-03,ST,5,Quinella,"2, 11",273.5000
2018-03-03,ST,5,Quinella Place,"2, 11",97.5000
2018-03-03,ST,5,Quinella Place,"9, 11",137.0000
2018-03-03,ST,5,Quinella Place,"2, 9",47.5000
2018-03-03,ST,5,3 Pick 1,"2, 4",0.0000
2018-03-03,ST,5,3 Pick 1,"6, 9, 12",0.0000
2018-03-03,ST,5,3 Pick 1,"1, 3, 5, 7, 8, 10, 11, 13",30.0000
2018-03-03,ST,5,Tierce,"11, 2, 9",3055.0000
2018-03-03,ST,5,Trio,"2, 9, 11",449.0000
2018-03-03,ST,5,First 4,"1, 2, 9, 11",2195.0000
2018-03-03,ST,5,Quartet,"11, 2, 9, 1",40383.0000
2018-03-03,ST,5,4th Double,2/11,1550.0000
2018-03-03,ST,5,4th Double (Consolation),2/2,64.0000
2018-03-03,ST,6,Win,4,15.5000
2018-03-03,ST,6,Place,4,12.0000
2018-03-03,ST,6,Place,5,31.5000
2018-03-03,ST,6,Place,6,27.5000
2018-03-03,ST,6,Quinella,"4, 5",124.5000
2018-03-03,ST,6,Quinella Place,"4, 5",51.0000
2018-03-03,ST,6,Quinella Place,"4, 6",34.5000
2018-03-03,ST,6,Quinella Place,"5, 6",184.5000
2018-03-03,ST,6,3 Pick 1,4,15.5000
2018-03-03,ST,6,3 Pick 1,"2, 3, 6",0.0000
2018-03-03,ST,6,3 Pick 1,"1, 5, 7, 8, 9, 10, 11, 12, 13, 14",0.0000
2018-03-03,ST,6,Tierce,"4, 5, 6",742.0000
2018-03-03,ST,6,Trio,"4, 5, 6",283.0000
2018-03-03,ST,6,First 4,"3, 4, 5, 6",378.0000
2018-03-03,ST,6,Quartet,"4, 5, 6, 3",4013.0000
2018-03-03,ST,6,5th Double,11/4,223.0000
2018-03-03,ST,6,5th Double (Consolation),11/5,517.5000
2018-03-03,ST,6,Triple Trio,"2, 3, 8/2, 9, 11/4, 5, 6",1165625.0000
2018-03-03,ST,6,Triple Trio (Consolation),"2, 3, 8/2, 9, 11/F",3178.0000
2018-03-03,ST,7,Win,3,27.0000
2018-03-03,ST,7,Place,3,13.0000
2018-03-03,ST,7,Place,4,14.0000
2018-03-03,ST,7,Place,9,23.5000
2018-03-03,ST,7,Quinella,"3, 4",46.5000
2018-03-03,ST,7,Quinella Place,"3, 4",20.0000
2018-03-03,ST,7,Quinella Place,"3, 9",38.5000
2018-03-03,ST,7,Quinella Place,"4, 9",59.0000
2018-03-03,ST,7,3 Pick 1,"4, 8",0.0000
2018-03-03,ST,7,3 Pick 1,"1, 2, 3",19.5000
2018-03-03,ST,7,3 Pick 1,"5, 6, 7, 9, 10",0.0000
2018-03-03,ST,7,Tierce,"3, 4, 9",331.0000
2018-03-03,ST,7,Trio,"3, 4, 9",85.0000
2018-03-03,ST,7,First 4,"3, 4, 8, 9",102.0000
2018-03-03,ST,7,Quartet,"3, 4, 9, 8",1137.0000
2018-03-03,ST,7,6th Double,"4/1, 3",30.5000
2018-03-03,ST,7,6th Double (Consolation),4/4,11.5000
2018-03-03,ST,7,2nd Double Trio,"4, 5, 6/9>1, 3, 4",5414.0000
2018-03-03,ST,8,Win,4,172.5000
2018-03-03,ST,8,Place,4,42.5000
2018-03-03,ST,8,Place,11,34.5000
2018-03-03,ST,8,Place,5,19.0000
2018-03-03,ST,8,Quinella,"4, 11",1325.0000
2018-03-03,ST,8,Quinella Place,"4, 11",307.0000
2018-03-03,ST,8,Quinella Place,"4, 5",138.0000
2018-03-03,ST,8,Quinella Place,"5, 11",109.5000
2018-03-03,ST,8,3 Pick 1,"2, 8",0.0000
2018-03-03,ST,8,3 Pick 1,"1, 5, 11",0.0000
2018-03-03,ST,8,3 Pick 1,"3, 4, 6, 9, 10",46.0000
2018-03-03,ST,8,Tierce,"4, 11, 5",11329.0000
2018-03-03,ST,8,Trio,"4, 5, 11",1846.0000
2018-03-03,ST,8,First 4,"4, 5, 9, 11",11249.0000
2018-03-03,ST,8,Quartet,"4, 11, 5, 9",272106.0000
2018-03-03,ST,8,7th Double,"1, 3/4",328.0000
2018-03-03,ST,8,7th Double (Consolation),"1, 3/11",47.0000
2018-03-03,ST,9,Win,6,62.0000
2018-03-03,ST,9,Place,6,22.5000
2018-03-03,ST,9,Place,8,13.0000
2018-03-03,ST,9,Place,3,39.5000
2018-03-03,ST,9,Quinella,"6, 8",78.5000
2018-03-03,ST,9,Quinella Place,"6, 8",35.5000
2018-03-03,ST,9,Quinella Place,"3, 6",152.5000
2018-03-03,ST,9,Quinella Place,"3, 8",85.5000
2018-03-03,ST,9,3 Pick 1,"6, 8",17.5000
2018-03-03,ST,9,3 Pick 1,"4, 5, 9",0.0000
2018-03-03,ST,9,3 Pick 1,"1, 2, 3, 7, 10, 11, 12, 13, 14",0.0000
2018-03-03,ST,9,Tierce,"6, 8, 3",2505.0000
2018-03-03,ST,9,Trio,"3, 6, 8",384.0000
2018-03-03,ST,9,First 4,"3, 6, 8, 13",5707.0000
2018-03-03,ST,9,Quartet,"6, 8, 3, 13",114691.0000
2018-03-03,ST,9,8th Double,4/6,1176.5000
2018-02-10,ST,1,Win,8,42.0000
2018-02-10,ST,1,Place,8,15.0000
2018-02-10,ST,1,Place,12,24.5000
2018-02-10,ST,1,Place,1,15.5000
2018-02-10,ST,1,Quinella,"8, 12",132.5000
2018-02-10,ST,1,Quinella Place,"8, 12",54.5000
2018-02-10,ST,1,Quinella Place,"1, 8",49.0000
2018-02-10,ST,1,Quinella Place,"1, 12",65.0000
2018-02-10,ST,1,3 Pick 1,"1, 3",0.0000
2018-02-10,ST,1,3 Pick 1,"8, 10, 12",20.0000
2018-02-10,ST,1,3 Pick 1,"2, 4, 5, 6, 7, 9, 11, 13, 14",0.0000
2018-02-10,ST,1,Tierce,"8, 12, 1",1273.0000
2018-02-10,ST,1,Trio,"1, 8, 12",222.0000
2018-02-10,ST,1,First 4,"1, 8, 12, 13",808.0000
2018-02-10,ST,1,Quartet,"8, 12, 1, 13",14398.0000
2018-02-10,ST,2,Win,5,117.0000
2018-02-10,ST,2,Place,5,40.5000
2018-02-10,ST,2,Place,10,25.0000
2018-02-10,ST,2,Place,9,22.0000
2018-02-10,ST,2,Quinella,"5, 10",566.0000
2018-02-10,ST,2,Quinella Place,"5, 10",160.0000
2018-02-10,ST,2,Quinella Place,"5, 9",145.5000
2018-02-10,ST,2,Quinella Place,"9, 10",133.5000
2018-02-10,ST,2,3 Pick 1,"8, 9",0.0000
2018-02-10,ST,2,3 Pick 1,"3, 6, 10",0.0000
2018-02-10,ST,2,3 Pick 1,"1, 2, 4, 5, 7, 11",19.5000
2018-02-10,ST,2,Tierce,"5, 10, 9",9855.0000
2018-02-10,ST,2,Trio,"5, 9, 10",1293.0000
2018-02-10,ST,2,First 4,"2, 5, 9, 10",2027.0000
2018-02-10,ST,2,Quartet,"5, 10, 9, 2",59937.0000
2018-02-10,ST,2,1st Double,8/5,359.5000
2018-02-10,ST,2,1st Double (Consolation),8/10,94.5000
2018-02-10,ST,3,Win,8,55.5000
2018-02-10,ST,3,Place,8,15.5000
2018-02-10,ST,3,Place,4,26.5000
2018-02-10,ST,3,Place,11,22.0000
2018-02-10,ST,3,Quinella,"4, 8",287.5000
2018-02-10,ST,3,Quinella Place,"4, 8",53.0000
2018-02-10,ST,3,Quinella Place,"8, 11",54.0000
2018-02-10,ST,3,Quinella Place,"4, 11",99.0000
2018-02-10,ST,3,3 Pick 1,"1, 8",12.5000
2018-02-10,ST,3,3 Pick 1,"4, 10, 11",0.0000
2018-02-10,ST,3,3 Pick 1,"2, 3, 5, 6, 7, 9",0.0000
2018-02-10,ST,3,Tierce,"8, 4, 11",2367.0000
2018-02-10,ST,3,Trio,"4, 8, 11",472.0000
2018-02-10,ST,3,First 4,"4, 7, 8, 11",2813.0000
2018-02-10,ST,3,Quartet,"8, 4, 11, 7",36960.0000
2018-02-10,ST,3,2nd Double,5/8,597.5000
2018-02-10,ST,3,2nd Double (Consolation),5/4,160.5000
2018-02-10,ST,4,Win,12,248.5000
2018-02-10,ST,4,Place,12,61.5000
2018-02-10,ST,4,Place,7,23.5000
2018-02-10,ST,4,Place,5,17.0000
2018-02-10,ST,4,Quinella,"7, 12",783.5000
2018-02-10,ST,4,Quinella Place,"7, 12",238.5000
2018-02-10,ST,4,Quinella Place,"5, 12",219.5000
2018-02-10,ST,4,Quinella Place,"5, 7",62.0000
2018-02-10,ST,4,3 Pick 1,"2, 7",0.0000
2018-02-10,ST,4,3 Pick 1,"1, 4, 5",0.0000
2018-02-10,ST,4,3 Pick 1,"3, 6, 8, 9, 10, 11, 12",25.0000
2018-02-10,ST,4,Tierce,"12, 7, 5",13397.0000
2018-02-10,ST,4,Trio,"5, 7, 12",1464.0000
2018-02-10,ST,4,First 4,"3, 5, 7, 12",2974.0000
2018-02-10,ST,4,Quartet,"12, 7, 5, 3",91547.0000
2018-02-10,ST,4,3rd Double,8/12,1335.5000
2018-02-10,ST,4,3rd Double (Consolation),8/7,45.0000
2018-02-10,ST,4,1st Double Trio,"4, 8, 11/5, 7, 12",143450.0000
2018-02-10,ST,5,Win,7,109.0000
2018-02-10,ST,5,Place,7,32.5000
2018-02-10,ST,5,Place,2,14.0000
2018-02-10,ST,5,Place,5,17.0000
2018-02-10,ST,5,Quinella,"2, 7",166.5000
2018-02-10,ST,5,Quinella Place,"2, 7",65.0000
2018-02-10,ST,5,Quinella Place,"5, 7",77.0000
2018-02-10,ST,5,Quinella Place,"2, 5",33.5000
2018-02-10,ST,5,3 Pick 1,"2, 4",0.0000
2018-02-10,ST,5,3 Pick 1,"5, 9, 13",0.0000
2018-02-10,ST,5,3 Pick 1,"1, 3, 6, 7, 8, 10, 11, 12, 14",24.5000
2018-02-10,ST,5,Tierce,"7, 2, 5",1702.0000
2018-02-10,ST,5,Trio,"2, 5, 7",196.0000
2018-02-10,ST,5,First 4,"2, 4, 5, 7",413.0000
2018-02-10,ST,5,Quartet,"7, 2, 5, 4",13784.0000
2018-02-10,ST,5,4th Double,12/7,2708.5000
2018-02-10,ST,5,4th Double (Consolation),12/2,158.0000
2018-02-10,ST,6,Win,11,60.5000
2018-02-10,ST,6,Place,11,22.0000
2018-02-10,ST,6,Place,7,61.5000
2018-02-10,ST,6,Place,13,23.0000
2018-02-10,ST,6,Quinella,"7, 11",625.5000
2018-02-10,ST,6,Quinella Place,"7, 11",189.0000
2018-02-10,ST,6,Quinella Place,"11, 13",66.5000
2018-02-10,ST,6,Quinella Place,"7, 13",255.5000
2018-02-10,ST,6,3 Pick 1,"8, 11",31.5000
2018-02-10,ST,6,3 Pick 1,"7, 10, 13",0.0000
2018-02-10,ST,6,3 Pick 1,"1, 2, 3, 4, 5, 6, 9, 12, 14",0.0000
2018-02-10,ST,6,Tierce,"11, 7, 13",7991.0000
2018-02-10,ST,6,Trio,"7, 11, 13",1173.0000
2018-02-10,ST,6,First 4,"7, 10, 11, 13",1568.0000
2018-02-10,ST,6,Quartet,"11, 7, 13, 10",40564.0000
2018-02-10,ST,6,5th Double,7/11,532.5000
2018-02-10,ST,6,5th Double (Consolation),7/7,406.0000
2018-02-10,ST,6,Triple Trio,"5, 7, 12/2, 5, 7/7, 11, 13",9137126.0000
2018-02-10,ST,6,Triple Trio (Consolation),"5, 7, 12/2, 5, 7/F",8036.0000
2018-02-10,ST,7,Win,6,13.5000
2018-02-10,ST,7,Place,6,10.1000
2018-02-10,ST,7,Place,7,15.0000
2018-02-10,ST,7,Place,4,25.5000
2018-02-10,ST,7,Quinella,"6, 7",29.5000
2018-02-10,ST,7,Quinella Place,"6, 7",16.5000
2018-02-10,ST,7,Quinella Place,"4, 6",30.5000
2018-02-10,ST,7,Quinella Place,"4, 7",50.0000
2018-02-10,ST,7,3 Pick 1,6,13.5000
2018-02-10,ST,7,3 Pick 1,"2, 4, 7",0.0000
2018-02-10,ST,7,3 Pick 1,"1, 3, 5, 8, 9, 10",0.0000
2018-02-10,ST,7,Tierce,"6, 7, 4",149.0000
2018-02-10,ST,7,Trio,"4, 6, 7",59.0000
2018-02-10,ST,7,First 4,"4, 5, 6, 7",119.0000
2018-02-10,ST,7,Quartet,"6, 7, 4, 5",665.0000
2018-02-10,ST,7,6th Double,11/6,79.5000
2018-02-10,ST,7,6th Double (Consolation),11/7,46.5000
2018-02-10,ST,7,2nd Double Trio,"7, 11, 13/4, 6, 7",10609.0000
2018-02-25,ST,1,Win,13,38.5000
2018-02-25,ST,1,Place,13,14.5000
2018-02-25,ST,1,Place,9,14.0000
2018-02-25,ST,1,Place,2,28.5000
2018-02-25,ST,1,Quinella,"9, 13",65.0000
2018-02-25,ST,1,Quinella Place,"9, 13",29.0000
2018-02-25,ST,1,Quinella Place,"2, 13",55.0000
2018-02-25,ST,1,Quinella Place,"2, 9",60.0000
2018-02-25,ST,1,3 Pick 1,"4, 9",0.0000
2018-02-25,ST,1,3 Pick 1,"7, 12, 13",21.0000
2018-02-25,ST,1,3 Pick 1,"1, 2, 3, 5, 6, 8, 10, 11",0.0000
2018-02-25,ST,1,Tierce,"13, 9, 2",669.0000
2018-02-25,ST,1,Trio,"2, 9, 13",147.0000
2018-02-25,ST,1,First 4,"1, 2, 9, 13",1286.0000
2018-02-25,ST,1,Quartet,"13, 9, 2, 1",14915.0000
2018-02-25,ST,2,Win,1,53.5000
2018-02-25,ST,2,Place,1,15.5000
2018-02-25,ST,2,Place,7,30.5000
2018-02-25,ST,2,Place,6,25.5000
2018-02-25,ST,2,Quinella,"1, 7",181.5000
2018-02-25,ST,2,Quinella Place,"1, 7",62.0000
2018-02-25,ST,2,Quinella Place,"1, 6",56.5000
2018-02-25,ST,2,Quinella Place,"6, 7",101.0000
2018-02-25,ST,2,3 Pick 1,2,0.0000
2018-02-25,ST,2,3 Pick 1,"1, 3, 4",22.0000
2018-02-25,ST,2,3 Pick 1,"5, 6, 7",0.0000
2018-02-25,ST,2,Tierce,"1, 7, 6",2715.0000
2018-02-25,ST,2,Trio,"1, 6, 7",594.0000
2018-02-25,ST,2,First 4,"1, 2, 6, 7",201.0000
2018-02-25,ST,2,Quartet,"1, 7, 6, 2",7380.0000
2018-02-25,ST,2,1st Double,13/1,249.5000
2018-02-25,ST,2,1st Double (Consolation),13/7,95.0000
2018-02-25,ST,3,Win,12,394.0000
2018-02-10,ST,8,Win,1,27.0000
2018-02-10,ST,8,Place,1,13.0000
2018-02-10,ST,8,Place,9,15.0000
2018-02-10,ST,8,Place,10,20.5000
2018-02-10,ST,8,Quinella,"1, 9",45.0000
2018-02-10,ST,8,Quinella Place,"1, 9",21.5000
2018-02-10,ST,8,Quinella Place,"1, 10",40.0000
2018-02-10,ST,8,Quinella Place,"9, 10",50.0000
2018-02-10,ST,8,3 Pick 1,"1, 9",15.5000
2018-02-10,ST,8,3 Pick 1,"4, 8, 10",0.0000
2018-02-10,ST,8,3 Pick 1,"2, 3, 5, 6, 7, 11, 12",0.0000
2018-02-10,ST,8,Tierce,"1, 9, 10",298.0000
2018-02-10,ST,8,Trio,"1, 9, 10",70.0000
2018-02-10,ST,8,First 4,"1, 3, 9, 10",2035.0000
2018-02-10,ST,8,Quartet,"1, 9, 10, 3",12925.0000
2018-02-10,ST,8,7th Double,6/1,30.0000
2018-02-10,ST,8,7th Double (Consolation),6/9,10.5000
2018-02-10,ST,9,Win,9,47.5000
2018-02-10,ST,9,Place,9,19.5000
2018-02-10,ST,9,Place,1,22.5000
2018-02-10,ST,9,Place,5,12.0000
2018-02-10,ST,9,Quinella,"1, 9",157.5000
2018-02-10,ST,9,Quinella Place,"1, 9",51.5000
2018-02-10,ST,9,Quinella Place,"5, 9",31.0000
2018-02-10,ST,9,Quinella Place,"1, 5",35.0000
2018-02-10,ST,9,3 Pick 1,"5, 9",18.5000
2018-02-10,ST,9,3 Pick 1,"1, 3, 11",0.0000
2018-02-10,ST,9,3 Pick 1,"2, 4, 6, 7, 8, 10, 12",0.0000
2018-02-10,ST,9,Tierce,"9, 1, 5",627.0000
2018-02-10,ST,9,Trio,"1, 5, 9",89.0000
2018-02-10,ST,9,First 4,"1, 5, 8, 9",249.0000
2018-02-10,ST,9,Quartet,"9, 1, 5, 8",5546.0000
2018-02-10,ST,9,8th Double,1/9,135.0000
2018-02-10,ST,9,8th Double (Consolation),1/1,28.5000
2018-02-10,ST,10,Win,3,100.5000
2018-02-10,ST,10,Place,3,32.0000
2018-02-10,ST,10,Place,6,52.0000
2018-02-10,ST,10,Place,1,14.0000
2018-02-10,ST,10,Quinella,"3, 6",1189.5000
2018-02-10,ST,10,Quinella Place,"3, 6",362.5000
2018-02-10,ST,10,Quinella Place,"1, 3",84.0000
2018-02-10,ST,10,Quinella Place,"1, 6",145.0000
2018-02-10,ST,10,3 Pick 1,"1, 9",0.0000
2018-02-10,ST,10,3 Pick 1,"2, 3, 4",35.0000
2018-02-10,ST,10,3 Pick 1,"5, 6, 7, 8, 10, 11, 12",0.0000
2018-02-10,ST,10,Tierce,"3, 6, 1",10779.0000
2018-02-10,ST,10,Trio,"1, 3, 6",1203.0000
2018-02-10,ST,10,First 4,"1, 3, 5, 6",1503.0000
2018-02-10,ST,10,Quartet,"3, 6, 1, 5",61134.0000
2018-02-10,ST,10,9th Double,9/3,799.0000
2018-02-10,ST,10,9th Double (Consolation),9/6,165.0000
2018-02-10,ST,10,Treble,1/9/3,1941.0000
2018-02-10,ST,10,Treble (Consolation),1/9/6,504.0000
2018-02-10,ST,10,3rd Double Trio,"1, 5, 9/1, 3, 6",15350.0000
2018-02-10,ST,10,Six Up,"2, 7/7, 11/6, 7/1, 9/1, 9/3, 6",3990.0000
2018-02-10,ST,10,Six Win Bonus,7/11/6/1/9/3,161264.0000
2018-02-14,HV,1,Win,11,52.0000
2018-02-14,HV,1,Place,11,19.5000
2018-02-14,HV,1,Place,2,22.5000
2018-02-14,HV,1,Place,7,15.0000
2018-02-14,HV,1,Quinella,"2, 11",159.5000
2018-02-14,HV,1,Quinella Place,"2, 11",62.0000
2018-02-14,HV,1,Quinella Place,"7, 11",51.5000
2018-02-14,HV,1,Quinella Place,"2, 7",62.0000
2018-02-14,HV,1,3 Pick 1,"2, 7",0.0000
2018-02-14,HV,1,3 Pick 1,"3, 10, 11",24.5000
2018-02-14,HV,1,3 Pick 1,"1, 4, 5, 6, 8, 9, 12",0.0000
2018-02-14,HV,1,Tierce,"11, 2, 7",1724.0000
2018-02-14,HV,1,Trio,"2, 7, 11",259.0000
2018-02-14,HV,1,First 4,"1, 2, 7, 11",3272.0000
2018-02-14,HV,1,Quartet,"11, 2, 7, 1",61814.0000
2018-02-14,HV,2,Win,8,165.5000
2018-02-14,HV,2,Place,8,36.5000
2018-02-14,HV,2,Place,6,33.5000
2018-02-14,HV,2,Place,5,76.5000
2018-02-14,HV,2,Quinella,"6, 8",838.0000
2018-02-14,HV,2,Quinella Place,"6, 8",224.5000
2018-02-14,HV,2,Quinella Place,"5, 8",719.5000
2018-02-14,HV,2,Quinella Place,"5, 6",517.5000
2018-02-14,HV,2,3 Pick 1,"2, 4",0.0000
2018-02-14,HV,2,3 Pick 1,"9, 10, 12",0.0000
2018-02-14,HV,2,3 Pick 1,"1, 3, 5, 6, 7, 8, 11",37.5000
2018-02-14,HV,2,Tierce,"8, 6, 5",42589.0000
2018-02-14,HV,2,Trio,"5, 6, 8",7949.0000
2018-02-14,HV,2,First 4,"5, 6, 8, 12",6137.0000
2018-02-14,HV,2,Quartet,"8, 6, 5, 12",172337.0000
2018-02-14,HV,2,1st Double,11/8,1339.0000
2018-02-14,HV,2,1st Double (Consolation),11/6,140.5000
2018-02-14,HV,3,Win,7,32.0000
2018-02-14,HV,3,Place,7,15.0000
2018-02-14,HV,3,Place,3,17.5000
2018-02-14,HV,3,Place,1,16.5000
2018-02-14,HV,3,Quinella,"3, 7",96.0000
2018-02-14,HV,3,Quinella Place,"3, 7",41.5000
2018-02-14,HV,3,Quinella Place,"1, 7",26.0000
2018-02-14,HV,3,Quinella Place,"1, 3",53.0000
2018-02-14,HV,3,3 Pick 1,"1, 7",19.5000
2018-02-14,HV,3,3 Pick 1,"2, 3, 10",0.0000
2018-02-14,HV,3,3 Pick 1,"4, 5, 6, 8, 9, 11, 12",0.0000
2018-02-14,HV,3,Tierce,"7, 3, 1",650.0000
2018-02-14,HV,3,Trio,"1, 3, 7",126.0000
2018-02-14,HV,3,First 4,"1, 2, 3, 7",227.0000
2018-02-14,HV,3,Quartet,"7, 3, 1, 2",3462.0000
2018-02-14,HV,3,2nd Double,8/7,687.5000
2018-02-14,HV,3,2nd Double (Consolation),8/3,222.5000
2018-02-14,HV,4,Win,8,67.5000
2018-02-14,HV,4,Place,8,21.0000
2018-02-14,HV,4,Place,12,15.5000
2018-02-14,HV,4,Place,7,36.5000
2018-02-14,HV,4,Quinella,"8, 12",123.0000
2018-02-14,HV,4,Quinella Place,"8, 12",53.5000
2018-02-14,HV,4,Quinella Place,"7, 8",153.5000
2018-02-14,HV,4,Quinella Place,"7, 12",113.5000
2018-02-14,HV,4,3 Pick 1,"6, 12",0.0000
2018-02-14,HV,4,3 Pick 1,"1, 4, 8",25.5000
2018-02-14,HV,4,3 Pick 1,"2, 3, 5, 7, 9, 10, 11",0.0000
2018-02-14,HV,4,Tierce,"8, 12, 7",3893.0000
2018-02-14,HV,4,Trio,"7, 8, 12",654.0000
2018-02-14,HV,4,First 4,"6, 7, 8, 12",797.0000
2018-02-14,HV,4,Quartet,"8, 12, 7, 6",21100.0000
2018-02-14,HV,4,3rd Double,7/8,279.5000
2018-02-14,HV,4,3rd Double (Consolation),7/12,11.0000
2018-02-14,HV,4,1st Double Trio,"1, 3, 7/7, 8, 12",14998.0000
2018-02-14,HV,5,Win,4,54.0000
2018-02-14,HV,5,Place,4,16.5000
2018-02-14,HV,5,Place,1,13.0000
2018-02-14,HV,5,Place,8,14.0000
2018-02-14,HV,5,Quinella,"1, 4",90.5000
2018-02-14,HV,5,Quinella Place,"1, 4",35.0000
2018-02-14,HV,5,Quinella Place,"4, 8",31.0000
2018-02-14,HV,5,Quinella Place,"1, 8",26.5000
2018-02-14,HV,5,3 Pick 1,"1, 8",0.0000
2018-02-14,HV,5,3 Pick 1,"2, 4, 6",32.0000
2018-02-14,HV,5,3 Pick 1,"3, 5, 7, 9, 10, 11, 12",0.0000
2018-02-14,HV,5,Tierce,"4, 1, 8",411.0000
2018-02-14,HV,5,Trio,"1, 4, 8",68.0000
2018-02-14,HV,5,First 4,"1, 4, 8, 10",147.0000
2018-02-14,HV,5,Quartet,"4, 1, 8, 10",3847.0000
2018-02-14,HV,5,4th Double,8/4,371.5000
2018-02-14,HV,5,4th Double (Consolation),8/1,48.5000
2018-02-14,HV,6,Win,8,69.5000
2018-02-14,HV,6,Place,8,24.0000
2018-02-14,HV,6,Place,7,20.0000
2018-02-14,HV,6,Place,2,45.5000
2018-02-14,HV,6,Quinella,"7, 8",230.0000
2018-02-14,HV,6,Quinella Place,"7, 8",86.0000
2018-02-14,HV,6,Quinella Place,"2, 8",184.0000
2018-02-14,HV,6,Quinella Place,"2, 7",137.5000
2018-02-14,HV,6,3 Pick 1,"1, 8",29.5000
2018-02-14,HV,6,3 Pick 1,"4, 5, 11",0.0000
2018-02-14,HV,6,3 Pick 1,"2, 3, 6, 7, 9, 10, 12",0.0000
2018-02-14,HV,6,Tierce,"8, 7, 2",5736.0000
2018-02-14,HV,6,Trio,"2, 7, 8",1381.0000
2018-02-14,HV,6,First 4,"2, 4, 7, 8",2421.0000
2018-02-14,HV,6,Quartet,"8, 7, 2, 4",49620.0000
2018-02-14,HV,6,5th Double,4/8,310.5000
2018-02-14,HV,6,5th Double (Consolation),4/7,75.0000
2018-02-14,HV,6,Triple Trio,"7, 8, 12/1, 4, 8/2, 7, 8",678382.0000
2018-02-14,HV,6,Triple Trio (Consolation),"7, 8, 12/1, 4, 8/F",1091.0000
2018-02-14,HV,7,Win,7,70.0000
2018-02-14,HV,7,Place,7,19.5000
2018-02-14,HV,7,Place,8,14.5000
2018-02-14,HV,7,Place,11,20.0000
2018-02-14,HV,7,Quinella,"7, 8",134.0000
2018-02-14,HV,7,Quinella Place,"7, 8",55.5000
2018-02-14,HV,7,Quinella Place,"7, 11",70.0000
2018-02-14,HV,7,Quinella Place,"8, 11",36.5000
2018-02-14,HV,7,3 Pick 1,"8, 9",0.0000
2018-02-14,HV,7,3 Pick 1,"7, 11, 12",27.0000
2018-02-14,HV,7,3 Pick 1,"1, 2, 3, 4, 5, 6, 10",0.0000
2018-02-14,HV,7,Tierce,"7, 8, 11",1734.0000
2018-02-14,HV,7,Trio,"7, 8, 11",254.0000
2018-02-14,HV,7,First 4,"7, 8, 11, 12",600.0000
2018-02-14,HV,7,Quartet,"7, 8, 11, 12",13420.0000
2018-02-14,HV,7,6th Double,8/7,366.0000
2018-02-14,HV,7,6th Double (Consolation),8/8,46.0000
2018-02-14,HV,7,2nd Double Trio,"2, 7, 8/7, 8, 11",39386.0000
2018-02-14,HV,8,Win,3,44.5000
2018-02-14,HV,8,Place,3,16.5000
2018-02-14,HV,8,Place,11,61.0000
2018-02-14,HV,8,Place,5,16.0000
2018-02-14,HV,8,Quinella,"3, 11",635.0000
2018-02-14,HV,8,Quinella Place,"3, 11",187.0000
2018-02-14,HV,8,Quinella Place,"3, 5",32.0000
2018-02-14,HV,8,Quinella Place,"5, 11",152.0000
2018-02-14,HV,8,3 Pick 1,"2, 5",0.0000
2018-02-14,HV,8,3 Pick 1,"3, 7, 9",20.5000
2018-02-14,HV,8,3 Pick 1,"1, 4, 6, 8, 10, 11, 12",0.0000
2018-02-14,HV,8,Tierce,"3, 11, 5",3981.0000
2018-02-14,HV,8,Trio,"3, 5, 11",686.0000
2018-02-14,HV,8,First 4,"2, 3, 5, 11",718.0000
2018-02-14,HV,8,Quartet,"3, 11, 5, 2",20816.0000
2018-02-14,HV,8,7th Double,7/3,376.5000
2018-02-14,HV,8,7th Double (Consolation),7/11,259.0000
2018-02-14,HV,8,Treble,8/7/3,2519.0000
2018-02-14,HV,8,Treble (Consolation),8/7/11,3455.0000
